Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,28506-250713,Los Olivos Market Place,Company Owned,"8539 Irvine Center Drive, #530",Irvine,CA,US,92618,9492337860,GMT-08:00 America/Los_Angeles,-117.74,33.65
Starbucks,5427-1315,Alton & Technology,Company Owned,15342 Alton Parkway,Irvine,CA,US,926182362,949-788-0034,GMT-08:00 America/Los_Angeles,-117.74,33.65
Starbucks,11456-103990,Woodbury Town Center,Company Owned,6364 Irvine Blvd.,Irvine,CA,US,926202102,949-786-0825,GMT-08:00 America/Los_Angeles,-117.74,33.7
Starbucks,29620-254406,Foothill & Lynoak,Company Owned,517 East Foothill Blvd,Pomona,CA,US,91767,(909) 973-9058,GMT-08:00 America/Los_Angeles,-117.74,34.11
Starbucks,76587-97572,Target Irvine/Spectrum T-2128,Licensed,"115 Fortune Dr, Foodpark",Irvine,CA,US,926182946,949-885-0114,GMT-08:00 America/Los_Angeles,-117.75,33.65
Starbucks,11457-103997,The Village Apartments,Company Owned,"38 Prism, Sand Canyon Plaza",Irvine,CA,US,926183139,949-453-8212,GMT-08:00 America/Los_Angeles,-117.75,33.65
Starbucks,11164-99769,Irvine Spectrum Mall,Company Owned,525 Spectrum Center Drive,Irvine,CA,US,926182951,949-585-0051,GMT-08:00 America/Los_Angeles,-117.75,33.65
Starbucks,6870-76140,"Garey & Mission, Pomona",Company Owned,"101 W. Mission Blvd., Suite 106",Pomona,CA,US,917661709,909-469-4721,GMT-08:00 America/Los_Angeles,-117.75,34.06
Starbucks,23599-231366,Garey & Alvarado,Company Owned,1010 North Garey Avenue,Pomona,CA,US,91768,9097849273,GMT-08:00 America/Los_Angeles,-117.75,34.07
Starbucks,10999-102287,Irvine Center Drive & Sand Canyon,Company Owned,6580 Irvine Center Drive,Irvine,CA,US,926182115,949-450-0534,GMT-08:00 America/Los_Angeles,-117.76,33.67
Starbucks,6863-83065,Jeffrey & Trabuco,Company Owned,14061 Jeffrey Road,Irvine,CA,US,926203402,949-726-0874,GMT-08:00 America/Los_Angeles,-117.76,33.7
Starbucks,10112-97117,"Rio Rancho & The 71, Pomona",Company Owned,"68 Rio Ranch Road, 101",Pomona,CA,US,917664771,909-623-9285,GMT-08:00 America/Los_Angeles,-117.76,34.03
Starbucks,76577-99296,Target La Verne T-226,Licensed,2462 Foothill Blvd,La Verne,CA,US,917503056,909-593-2421,GMT-08:00 America/Los_Angeles,-117.76,34.11
Starbucks,7972-95559,"Foothill & D Street, La Verne",Company Owned,"2145 Foothill Blvd., #C",La Verne,CA,US,917502910,909-593-1271,GMT-08:00 America/Los_Angeles,-117.76,34.11
Starbucks,5741-5526,Culver & Irvine,Company Owned,3997 Irvine Blvd.,Irvine,CA,US,926022400,714-734-9757,GMT-08:00 America/Los_Angeles,-117.77,33.72
Starbucks,19857-198885,Target Pomona T-2831,Licensed,701 Rio Rancho Rd,Pomona,CA,US,91766,909-634-3151,GMT-08:00 America/Los_Angeles,-117.77,34.03
Starbucks,79737-104055,Vons - La Verne #2832,Licensed,"1500 FOOTHILL BL., Gateway Pointe",LA VERNE,CA,US,917503434,909-513-2572,GMT-08:00 America/Los_Angeles,-117.77,34.12
Starbucks,8641-93571,Quail Hill & Shady Canyon,Company Owned,6783 Quail Hill Parkway,Irvine,CA,US,926034233,949-509-6436,GMT-08:00 America/Los_Angeles,-117.78,33.65
Starbucks,5450-1464,Yorba Linda & Village Center Dr,Company Owned,"20355 Yorba Linda Blvd, Valley View Shopping Center",Yorba Linda,CA,US,928863074,714-701-0809,GMT-08:00 America/Los_Angeles,-117.78,33.89
Starbucks,5779-16456,Foothill & Wheeler- La Verne,Company Owned,1181 Foothill Boulevard,La Verne,CA,US,917503328,909-392-3335,GMT-08:00 America/Los_Angeles,-117.78,34.12
Starbucks,5416-1261,Alton Pkwy & Jeffrey Rd,Company Owned,5365-B Alton Parkway,Irvine,CA,US,926048612,(949) 857-8102,GMT-08:00 America/Los_Angeles,-117.79,33.67
Starbucks,515-459,Walnut Village,Company Owned,14437 Culver Drive,Irvine,CA,US,926040305,949-857-2737,GMT-08:00 America/Los_Angeles,-117.79,33.71
Starbucks,11028-87826,Tustin Marketplace,Company Owned,2959 El Camino Real,Tustin,CA,US,927828905,714-505-3466,GMT-08:00 America/Los_Angeles,-117.79,33.72
Starbucks,47758-258884,Target Irvine North T1238,Licensed,13200 Jamboree Rd,Irvine,CA,US,92602,714-838-1209,GMT-08:00 America/Los_Angeles,-117.79,33.73
Starbucks,23518-215007,Jamboree & Bryan,Company Owned,13384 Jamboree Rd.,Irvine,CA,US,92602,949-447-9482,GMT-08:00 America/Los_Angeles,-117.79,33.73
Starbucks,21925-156786,"Ralph's-Tustin Ranch, CA #139",Licensed,13321 Jamboree Rd,Tustin,CA,US,927829159,,GMT-08:00 America/Los_Angeles,-117.79,33.73
Starbucks,13226-106936,"Fairplex & I-10, Pomona",Company Owned,2101 Murchison Ave,Pomona,CA,US,917681145,909-629-3194,GMT-08:00 America/Los_Angeles,-117.79,34.07
Starbucks,73565-67160,Albertsons-Orange #6585,Licensed,4550 E Chapman Ave,Orange,CA,US,928694109,714-771-3139,GMT-08:00 America/Los_Angeles,-117.8,33.79
Starbucks,6461-46581,"Temple & Mission, Pomona",Company Owned,3044 Temple Avenue,Pomona,CA,US,917666816,909-865-7767,GMT-08:00 America/Los_Angeles,-117.8,34.04
Starbucks,73584-23068,Albertsons-San Dimas #6594,Licensed,SEC San Dimas & Bonita,San Dimas,CA,US,91773,909-599-8836,GMT-08:00 America/Los_Angeles,-117.8,34.11
Starbucks,3454-91640,Alton & Culver,Company Owned,3995 Alton Pkwy,Irvine,CA,US,926068270,949-553-0071,GMT-08:00 America/Los_Angeles,-117.81,33.68
Starbucks,20913-208486,Target Irvine T-336,Licensed,"3750 Barraca Pkwy, Irwindale Commerce Center",Irvine,CA,US,92606,949-857-8337,GMT-08:00 America/Los_Angeles,-117.81,33.69
Starbucks,29895-254545,Albertsons #6574 @ Tustin,Licensed,13270 Newport Avenue,Tustin,CA,US,92780,714-544-8525,GMT-08:00 America/Los_Angeles,-117.81,33.75
Starbucks,5894-17215,Chapman & Swidler,Company Owned,3630 E. Chapman Ave,Orange,CA,US,928693847,714-997-9174,GMT-08:00 America/Los_Angeles,-117.81,33.79
Starbucks,28053-248946,Pomona & Temple,Company Owned,3423 Pomona Boulevard,Pomona,CA,US,91768,909-973-9053,GMT-08:00 America/Los_Angeles,-117.81,34.05
Starbucks,9253-96095,"Bonita & San Dimas, San Dimas",Company Owned,"114 E. Bonita Avenue, Mission Plaza",San Dimas,CA,US,917733003,909-592-2791,GMT-08:00 America/Los_Angeles,-117.81,34.11
Starbucks,73668-93063,Albertsons-Irvine #6596,Licensed,"3825 Alton Pkwy, Woodbury Town Center",Irvine,CA,US,926068203,949-476-1922,GMT-08:00 America/Los_Angeles,-117.82,33.68
Starbucks,6475-60801,Redhill & El Camino Real,Company Owned,"1450 El Camino Real, A",Tustin,CA,US,927804680,714-368-3462,GMT-08:00 America/Los_Angeles,-117.82,33.73
Starbucks,552-494,Newport & Bryan,Company Owned,"552 E First Street, The Market Place",Tustin,CA,US,927803313,(714) 730-4743,GMT-08:00 America/Los_Angeles,-117.82,33.74
Starbucks,76687-102983,Target Diamond Bar T-2179,Licensed,747 Grand Ave,Diamond Bar,CA,US,917658400,909-610-2149,GMT-08:00 America/Los_Angeles,-117.82,34
Starbucks,5681-219126,Grand & Golden Springs,Company Owned,"22438 Golden Springs Drive, Suite 100",Diamond Bar,CA,US,91765,9098607030,GMT-08:00 America/Los_Angeles,-117.82,34.01
Starbucks,75469-107379,Cal Poly Pomona Library,Licensed,"3801 West Temple Ave, Mission Promenade",Pomona,CA,US,917682557,909-869-4744,GMT-08:00 America/Los_Angeles,-117.82,34.06
Starbucks,76658-99293,Target San Dimas T-767,Licensed,"888 W Arrow Hwy, San Dimas",San Dimas,CA,US,917732495,9093940335,GMT-08:00 America/Los_Angeles,-117.82,34.1
Starbucks,622-345,Campus & California,Company Owned,4545 Campus Drive,Irvine,CA,US,926122621,(949) 854-2301,GMT-08:00 America/Los_Angeles,-117.83,33.65
Starbucks,17356-160395,Von Karman & Barranca,Company Owned,16567 Von Karman Avenue,Irvine,CA,US,926064928,949-474-0613,GMT-08:00 America/Los_Angeles,-117.83,33.7
Starbucks,76729-97571,Target Irvine/Tustin T-2151,Licensed,2340 Park Ave,Tustin,CA,US,927822702,714-361-2100,GMT-08:00 America/Los_Angeles,-117.83,33.7
Starbucks,9256-95342,Red Hill & Edinger,Company Owned,"1631 Edinger Avenue, 101",Tustin,CA,US,927806535,714-259-0362,GMT-08:00 America/Los_Angeles,-117.83,33.72
Starbucks,6843-82601,17th & Tustin,Company Owned,2302 E. 17th Street,Santa Ana,CA,US,927058609,714-568-9884,GMT-08:00 America/Los_Angeles,-117.83,33.76
Starbucks,5506-746,17th & Yorba Street,Company Owned,17245 17th Street,Tustin,CA,US,927801974,(714) 832-6883,GMT-08:00 America/Los_Angeles,-117.83,33.76
Starbucks,6488-53879,Yorba Linda & Valley View,Company Owned,17474 Yorba Linda Boulevard,Yorba Linda,CA,US,928863847,714-524-0019,GMT-08:00 America/Los_Angeles,-117.83,33.89
Starbucks,5317-861,San Dimas,Company Owned,942 W. Arrow Highway,San Dimas,CA,US,917732419,(909) 599-7338,GMT-08:00 America/Los_Angeles,-117.83,34.11
Starbucks,9548-96260,"Route 66 & Lone Hill, Glendora",Company Owned,"1832 East Route 66, A",Glendora,CA,US,917403804,626-857-1879,GMT-08:00 America/Los_Angeles,-117.83,34.13
Starbucks,23943-212684,U of California Irvine-Business Sch,Licensed,4293 Pereira Dr,Irvine,CA,US,92697,949-824-0493,GMT-08:00 America/Los_Angeles,-117.84,33.65
Starbucks,75398-103405,University of California-Irvine,Licensed,"203 B Student Ctr, Trabuco Grove",Irvine,CA,US,92697,949-824-2233,GMT-08:00 America/Los_Angeles,-117.84,33.65
Starbucks,20537-206365,Edinger & 55 Fwy,Company Owned,15071 Newport Avenue,Tustin,CA,US,92780,7142590587,GMT-08:00 America/Los_Angeles,-117.84,33.72
Starbucks,20437-201808,Crevier BMW,Licensed,1500 Auto Mall Dr,Santa Ana,CA,US,92705,,GMT-08:00 America/Los_Angeles,-117.84,33.73
Starbucks,20402-160226,Chapman & Tustin,Company Owned,1630 E. Chapman Blvd.,Orange,CA,US,92866,7142893682,GMT-08:00 America/Los_Angeles,-117.84,33.79
Starbucks,73398-23312,Albertsons-Orange #6534,Licensed,940 N Tustin Ave,Orange,CA,US,928675956,714-633-2570,GMT-08:00 America/Los_Angeles,-117.84,33.8
Starbucks,5704-6593,Tustin & Meats,Company Owned,"2115 Tustin St, #2",Orange,CA,US,928653745,714-921-2109,GMT-08:00 America/Los_Angeles,-117.84,33.82
Starbucks,74566-79465,Vons-Orange #2335,Licensed,2684 N Tustin Ave,Orange,CA,US,928652438,714-637-6651,GMT-08:00 America/Los_Angeles,-117.84,33.83
Starbucks,23600-231364,Tustin & Lincoln,Company Owned,2734 Tustin Avenue,Orange,CA,US,92865,714-685-0287,GMT-08:00 America/Los_Angeles,-117.84,33.83
Starbucks,19835-195004,Ralph's - Placentia #756,Licensed,"710 N Rose Dr, Missouri Flat Village",Placentia,CA,US,92870,714-524-3984,GMT-08:00 America/Los_Angeles,-117.84,33.88
Starbucks,11224-103807,"Diamond Bar & Cold Spring, Diamond",Company Owned,2837 Diamond Bar Blvd.,Diamond Bar,CA,US,917653417,909-595-4719,GMT-08:00 America/Los_Angeles,-117.84,33.97
Starbucks,6803-41819,"Valley & Grand, Walnut",Company Owned,505-A Grand Avenue,Walnut,CA,US,917892144,909-598-4459,GMT-08:00 America/Los_Angeles,-117.84,34.03
Starbucks,14009-108044,Jamboree & Michelson - Park Place,Company Owned,"2961 Michelson Drive, Westpark Plaza",Irvine,CA,US,926122628,(949) 250-9250,GMT-08:00 America/Los_Angeles,-117.85,33.67
Starbucks,75578-51201,Marriott Irvine - Lobby,Licensed,18000 Von Karman,Irvine,CA,US,926121004,949-724-3630,GMT-08:00 America/Los_Angeles,-117.85,33.68
Starbucks,49184-252850,Embassy Suites Irvine Lobby,Licensed,2120 Main Street,Irvine,CA,US,92614,9495538332,GMT-08:00 America/Los_Angeles,-117.85,33.68
Starbucks,9255-95871,17th & Grand,Company Owned,"1248 East 17th Street, Bristol Plaza",Santa Ana,CA,US,927012621,714-836-6975,GMT-08:00 America/Los_Angeles,-117.85,33.76
Starbucks,22365-220168,Target Santa Ana T-286,Licensed,1330 E 17th St,Santa Ana,CA,US,92705,714-541-4593,GMT-08:00 America/Los_Angeles,-117.85,33.76
Starbucks,24461-235456,Sodexo @ Chapman University,Licensed,"393 N Glassell St, Galleria L'Orange",Orange,CA,US,92866,714-628-7338,GMT-08:00 America/Los_Angeles,-117.85,33.79
Starbucks,5511-1447,Plaza Square & East Chapman,Company Owned,101 East Chapman Avenue,Orange,CA,US,928661483,(714) 628-9622,GMT-08:00 America/Los_Angeles,-117.85,33.79
Starbucks,14020-108042,Chapman & Glassell,Company Owned,44 Plaza Square,Orange,CA,US,928661432,(714) 288-9754,GMT-08:00 America/Los_Angeles,-117.85,33.79
Starbucks,5661-1948,Jamboree & Birch,Company Owned,4551 Jamboree Road,Newport Beach,CA,US,926602519,949-261-1779,GMT-08:00 America/Los_Angeles,-117.86,33.66
Starbucks,5216-429,Mac Arthur & Campus,Company Owned,4678 Campus Drive,Newport Beach,CA,US,926601840,(949) 553-0629,GMT-08:00 America/Los_Angeles,-117.86,33.67
Starbucks,26857-245668,SNA - Baggage Claim,Licensed,18601 Airport Wy,Santa Ana,CA,US,92707,949-252-6125,GMT-08:00 America/Los_Angeles,-117.86,33.68
Starbucks,16398-168226,SNA-Terminal C,Licensed,18601 Airport Way,Santa Ana,CA,US,927075200,,GMT-08:00 America/Los_Angeles,-117.86,33.68
Starbucks,16396-168225,SNA-Terminal B,Licensed,"18601 Airport Way, #135",Santa Ana,CA,US,927075200,949-252-6125,GMT-08:00 America/Los_Angeles,-117.86,33.68
Starbucks,16395-168224,SNA-Terminal A,Licensed,"18601 Airport Way, #135, Bristol Warner Village",Santa Ana,CA,US,927075200,,GMT-08:00 America/Los_Angeles,-117.86,33.68
Starbucks,5951-7750,MacArthur & Main,Company Owned,17913 MacArthur Blvd.,Irvine,CA,US,926146505,949-752-0681,GMT-08:00 America/Los_Angeles,-117.86,33.69
Starbucks,24801-220165,Aramark @ St. Joseph Hospital,Licensed,1100 W Stewart Dr,Orange,CA,US,92868,,GMT-08:00 America/Los_Angeles,-117.86,33.78
Starbucks,17655-168485,Valley & Lemon,Company Owned,"20373 East Valley Blvd, Suite A, Broadway Plaza",Walnut,CA,US,91789,9094685109,GMT-08:00 America/Los_Angeles,-117.86,34.01
Starbucks,73523-36440,Albertsons-Glendora #6601,Licensed,133 West Route 66,Glendora,CA,US,917406208,626-963-5358,GMT-08:00 America/Los_Angeles,-117.86,34.13
Starbucks,74624-94035,Vons-Glendora #2169,Licensed,435 E Foothill Blvd,Glendora,CA,US,917412653,626-963-2913,GMT-08:00 America/Los_Angeles,-117.86,34.14
Starbucks,14018-108041,Jamboree & Bristol,Company Owned,3601 Jamboree Road,Newport Beach,CA,US,926602961,(949) 474-0839,GMT-08:00 America/Los_Angeles,-117.87,33.66
Starbucks,6604-15916,MacArthur & Hutton,Company Owned,"2 Hutton Centre Drive, #100",Santa Ana,CA,US,927075704,714-545-5154,GMT-08:00 America/Los_Angeles,-117.87,33.7
Starbucks,8941-95244,4th & Broadway,Company Owned,301 W. 4th Street,Santa Ana,CA,US,927014502,714-564-0591,GMT-08:00 America/Los_Angeles,-117.87,33.75
Starbucks,5724-5909,Main & Town and Country,Company Owned,"691 S. Main Street, #100",Orange,CA,US,928684686,714-647-0871,GMT-08:00 America/Los_Angeles,-117.87,33.78
Starbucks,22998-208625,Westfield Mainplace Mall-Lower Lvl,Company Owned,2800 N. Main Street,Santa Ana,CA,US,927056607,714-547-7140,GMT-08:00 America/Los_Angeles,-117.87,33.78
Starbucks,6526-46619,Chapman & Main,Company Owned,"130 S. Main Street, E",Orange,CA,US,928682869,714-634-2338,GMT-08:00 America/Los_Angeles,-117.87,33.79
Starbucks,10713-100776,Katella & Main,Company Owned,1627 West Katella Avenue,Orange,CA,US,928673412,714-744-4162,GMT-08:00 America/Los_Angeles,-117.87,33.81
Starbucks,73502-69562,Albertsons-Fullerton #6119,Licensed,1930 N Placentia Ave,Fullerton,CA,US,928311522,714-792-2880,GMT-08:00 America/Los_Angeles,-117.87,33.89
Starbucks,541-91363,Yorba Linda & Bradford,Company Owned,3362 Yorba Linda Blvd,Fullerton,CA,US,928311709,714-577-8620,GMT-08:00 America/Los_Angeles,-117.87,33.89
Starbucks,5582-1849,Colima Rd. & Fairway Dr.,Company Owned,"19759 E. Colima Rd., Suite #1",Rowland Heights,CA,US,917483211,909-869-6127,GMT-08:00 America/Los_Angeles,-117.87,33.99
Starbucks,8747-94755,"N. Grand Ave & Badillo St, Covina.",Company Owned,966 E. Badillo Street,Covina,CA,US,917242950,626-858-9744,GMT-08:00 America/Los_Angeles,-117.87,34.09
Starbucks,5424-1330,Foothill & Grand - Glendora,Company Owned,459 W. Foothill Blvd.,Glendora,CA,US,917413363,(626) 852-0093,GMT-08:00 America/Los_Angeles,-117.87,34.14
Starbucks,22637-222604,Bristol & Red Hill,Company Owned,250 Bristol Street,Costa Mesa,CA,US,92626,7147082961,GMT-08:00 America/Los_Angeles,-117.88,33.67
Starbucks,6466-56439,Anton & Sakioka,Company Owned,"545 Anton Blvd, Suite 101",Costa Mesa,CA,US,926267168,714-557-4377,GMT-08:00 America/Los_Angeles,-117.88,33.69
Starbucks,2884-92820,Bristol & MacArthur,Company Owned,3345 S. Bristol Street,Santa Ana,CA,US,927047245,714-437-7323,GMT-08:00 America/Los_Angeles,-117.88,33.7
Starbucks,10005-97691,Bristol & Warner,Company Owned,2303 S. Bristol Street,Santa Ana,CA,US,927045755,714-957-2749,GMT-08:00 America/Los_Angeles,-117.88,33.72
Starbucks,6754-69680,Bristol & Memory Lane,Company Owned,"2701 N. Bristol Street, #A, MacArthur & Hutton Centre",Santa Ana,CA,US,927061447,714-834-9568,GMT-08:00 America/Los_Angeles,-117.88,33.77
Starbucks,70070-103406,Cal State Fullerton-School Business,Licensed,800 N State College Blvd,Fullerton,CA,US,928313547,714-278-8648,GMT-08:00 America/Los_Angeles,-117.88,33.88
Starbucks,11031-95816,"Barranca & I-10, West Covina",Company Owned,101 N. Barranca,West Covina,CA,US,917911629,626-966-5841,GMT-08:00 America/Los_Angeles,-117.88,34.07
Starbucks,16012-155904,Macy's South Coast Plaza #523,Licensed,"3333 Bristol St, Costa Mesa Square",Costa Mesa,CA,US,926261873,7145560611,GMT-08:00 America/Los_Angeles,-117.89,33.69
Starbucks,26039-243267,Bear & South Coast Plaza,Company Owned,3333 Bear Street,Costa Mesa,CA,US,92626,949-244-2082,GMT-08:00 America/Los_Angeles,-117.89,33.69
Starbucks,6751-27533,South Coast Plaza 2nd Floor,Company Owned,"3333 Bristol Street, #2066",Costa Mesa,CA,US,926261822,714-545-8306,GMT-08:00 America/Los_Angeles,-117.89,33.69
Starbucks,5302-446,Metro Pointe,Company Owned,"901 South Coast Drive, South Coast Plaza",Costa Mesa,CA,US,926261747,(714) 429-1782,GMT-08:00 America/Los_Angeles,-117.89,33.69
Teavana,28361-249859,Teavana - South Coast Plaza,Company Owned,"3333 Bristol St., #2009, Harbor Center",Costa Mesa,CA,US,92626,714-545-3574,GMT-08:00 America/Los_Angeles,-117.89,33.69
Starbucks,74824-99595,Vons - Santa Ana #1626,Licensed,3650 Bristol St,Santa Ana,CA,US,927047302,714-540-0510,GMT-08:00 America/Los_Angeles,-117.89,33.7
Starbucks,15843-156788,Target Santa Ana T-250,Licensed,3300 S Bristol St,Santa Ana,CA,US,927047246,714-641-4944,GMT-08:00 America/Los_Angeles,-117.89,33.7
Starbucks,15729-160027,17th & Bristol,Company Owned,"1702 N. Bristol Street, A",Santa Ana,CA,US,927063327,7145507048,GMT-08:00 America/Los_Angeles,-117.89,33.76
Starbucks,76266-90565,Target Santa Ana T-1936,Licensed,"1441 W 17th St, Floral Park Promenade",Santa Ana,CA,US,927063301,714-481-0030,GMT-08:00 America/Los_Angeles,-117.89,33.76
Starbucks,5540-1551,The Outlets at Orange,Company Owned,"20 City Blvd W, Bld K; #41",Orange,CA,US,928683100,714-769-3175,GMT-08:00 America/Los_Angeles,-117.89,33.78
Starbucks,9550-97298,Chapman & The City Drive,Company Owned,"3743 W. Chapman Avenue, A",Orange,CA,US,928681631,714-938-0401,GMT-08:00 America/Los_Angeles,-117.89,33.79
Starbucks,5525-1668,State College & Chapman,Company Owned,"505 N. State College Blvd., Suite A",Fullerton,CA,US,928313545,714-738-8629,GMT-08:00 America/Los_Angeles,-117.89,33.87
Starbucks,19633-178489,Cal State Fullerton-Salz Pollak Lib,Licensed,800 N State College Blvd,Fullerton,CA,US,928313547,657-278-2364,GMT-08:00 America/Los_Angeles,-117.89,33.88
Starbucks,76509-99294,Target West Covina T-1028,Licensed,2831 Eastland Ctr Dr,West Covina,CA,US,917911624,626-859-0221,GMT-08:00 America/Los_Angeles,-117.89,34.07
Starbucks,5583-231345,Citrus & Rowland,Company Owned,611 South Citrus Ave,Covina,CA,US,91723,6269151647,GMT-08:00 America/Los_Angeles,-117.89,34.08
Starbucks,9685-97224,"Citrus & College, Covina",Company Owned,145 N. Citrus Avenue,Covina,CA,US,917232002,6268592760,GMT-08:00 America/Los_Angeles,-117.89,34.09
Starbucks,25057-238336,Citrus & Arrow,Company Owned,108 East Arrow Highway,Covina,CA,US,91702,626-222-3912,GMT-08:00 America/Los_Angeles,-117.89,34.11
Starbucks,11093-104235,Newport & Del Mar,Company Owned,"2590 Newport Blvd, Suite ""A""",Costa Mesa,CA,US,926277452,949-642-3667,GMT-08:00 America/Los_Angeles,-117.9,33.66
Starbucks,11228-101110,Fairview & Garden Grove,Company Owned,13172 Garden Grove,Garden Grove,CA,US,928432249,714-621-0908,GMT-08:00 America/Los_Angeles,-117.9,33.77
Starbucks,75367-102972,Orange Coast College,Licensed,"2701 Fairview Road, South Coast Plaza",Costa Mesa,CA,US,926265563,714-432-5854,GMT-08:00 America/Los_Angeles,-117.91,33.67
Starbucks,14005-108040,Fairview & Baker,Company Owned,1170 W. Baker Street,Costa Mesa,CA,US,926264100,(714) 708-2856,GMT-08:00 America/Los_Angeles,-117.91,33.68
Starbucks,76893-102970,Target West Covina T-2147,Licensed,2370 S Azusa Ave,West covina,CA,US,917921511,626-667-5400,GMT-08:00 America/Los_Angeles,-117.91,34.03
Starbucks,10226-98369,"Azusa & Amar, West Covina",Company Owned,2320 S. Azusa Avenue,West Covina,CA,US,917921511,626-964-5145,GMT-08:00 America/Los_Angeles,-117.91,34.04
Starbucks,23741-228807,Azusa and Badillo,Company Owned,127 North Azusa Avenue,Covina,CA,US,91722,626-967-7294,GMT-08:00 America/Los_Angeles,-117.91,34.09
Starbucks,5783-17134,Harbor & Wilson,Company Owned,"2300 Harbor Blvd., N-1",Costa Mesa,CA,US,926266250,949-574-1881,GMT-08:00 America/Los_Angeles,-117.92,33.66
Starbucks,5539-722,Harbor & Adams,Company Owned,"2701 Harbor Blvd, Ste D1",Costa Mesa,CA,US,926265153,714-434-8478,GMT-08:00 America/Los_Angeles,-117.92,33.67
Starbucks,5984-45779,Harbor & Baker,Company Owned,"3030 Harbor Blvd., #J-2",Costa Mesa,CA,US,926262562,714-557-9964,GMT-08:00 America/Los_Angeles,-117.92,33.68
Starbucks,15820-142347,Target Costa Mesa T-1293,Licensed,3030 Harbor Blvd Ste A,Costa Mesa,CA,US,926262562,714-979-0372,GMT-08:00 America/Los_Angeles,-117.92,33.68
Starbucks,10817-40120,Harbor & McFadden,Company Owned,721 S. Harbor Blvd.,Santa Ana,CA,US,927042336,714-531-3751,GMT-08:00 America/Los_Angeles,-117.92,33.74
Starbucks,75548-38899,Hyatt Regency Orange County,Licensed,11999 Harbor Blvd,Garden Grove,CA,US,928402703,714-750-1234,GMT-08:00 America/Los_Angeles,-117.92,33.79
Starbucks,75530-46519,Anaheim Marriott Suites -Lobby,Licensed,"12015 Harbor Blvd, Chapman Retail Center",Garden Grove,CA,US,928404001,714-383-6042,GMT-08:00 America/Los_Angeles,-117.92,33.79
Starbucks,5823-7308,Harbor & Orangethorpe,Company Owned,1137 S. Harbor Blvd.,Fullerton,CA,US,928323028,714-278-0047,GMT-08:00 America/Los_Angeles,-117.92,33.86
Starbucks,5841-27067,Harbor & Chapman,Company Owned,444 Harbor Blvd.,Fullerton,CA,US,92832,714-879-6995,GMT-08:00 America/Los_Angeles,-117.92,33.87
Starbucks,76189-93365,Target Rowland Heights T-222,Licensed,17751 Colima Rd,Rowland Heights,CA,US,917481714,626-913-2880,GMT-08:00 America/Los_Angeles,-117.92,33.99
Starbucks,5969-38179,Newhope & Southpark,Company Owned,"17850 Newhope Street, #101",Fountain Valley,CA,US,927085410,714-979-5374,GMT-08:00 America/Los_Angeles,-117.93,33.7
Starbucks,24595-237150,Target Fullerton T-1418,Licensed,200 W Orangethorpe Ave,Fullerton,CA,US,92832,714-992-4565,GMT-08:00 America/Los_Angeles,-117.93,33.86
Starbucks,6671-17216,Imperial & Harbor,Company Owned,147 E. Imperial Highway,Fullerton,CA,US,928351018,714-525-5097,GMT-08:00 America/Los_Angeles,-117.93,33.92
Starbucks,9819-96515,Harbor & La Habra,Company Owned,"1201 E. La Habra Blvd., #A",La Habra,CA,US,906315673,562-691-9929,GMT-08:00 America/Los_Angeles,-117.93,33.93
Starbucks,5288-228806,Azusa and 60 Fwy,Company Owned,"17416 ""A"" Colima Road",Rowland Heights,CA,US,917481613,(626) 912-4778,GMT-08:00 America/Los_Angeles,-117.93,33.99
Starbucks,6744-77941,Vincent & West Covina Pkwy,Company Owned,333 S. Vincent Avenue,West Covina,CA,US,917902922,626-960-0087,GMT-08:00 America/Los_Angeles,-117.93,34.07
Starbucks,78097-108705,Edwards AFB TRAVEL CENTER,Licensed,240 West Fitzgerald Blvd,Edwards,CA,US,935246007,661-258-4510,GMT-08:00 America/Los_Angeles,-117.93,34.92
Starbucks,6669-65900,Euclid & Chapman,Company Owned,"11001 Chapman Avenue, #A",Garden Grove,CA,US,928403300,714-638-1716,GMT-08:00 America/Los_Angeles,-117.94,33.79
Starbucks,19829-166024,Euclid & Orangethorpe,Company Owned,1201 South Euclid Street,Fullerton,CA,US,92832,(714) 578-5996,GMT-08:00 America/Los_Angeles,-117.94,33.86
Starbucks,3419-93205,"Arrow Hwy & 4th, Irwindale",Company Owned,15700 Arrow Highway,Irwindale,CA,US,917062005,626-960-6132,GMT-08:00 America/Los_Angeles,-117.94,34.11
Starbucks,8705-94274,Brookhurst & Adams,Company Owned,"10001 Adams Avenue, Bolsa Edwards Retail",Huntington Beach,CA,US,926464904,714-962-3478,GMT-08:00 America/Los_Angeles,-117.95,33.67
Starbucks,5769-5239,Brookhurst & Ellis,Company Owned,"18523 Brookhurst Street, Costco Plaza",Fountain Valley,CA,US,927086707,714-378-5931,GMT-08:00 America/Los_Angeles,-117.95,33.69
Starbucks,73661-96303,Albertsons-Fountain Vly #6157,Licensed,"16061 Brookhurst St, Magnolia Plaza",Fountain Valley,CA,US,927081544,714-531-0417,GMT-08:00 America/Los_Angeles,-117.95,33.73
Starbucks,5614-1947,Brookhurst & Edinger,Company Owned,"16051 A Brookhurst Street, Suite A",Fountain Valley,CA,US,927081556,714-531-1984,GMT-08:00 America/Los_Angeles,-117.95,33.73
